game_id,league_id,team_id_home,team_abbreviation_home,team_city_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,team_abbreviation_away,team_city_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
22100751,0,1610612747,LAL,Los Angeles,50,4,13,11,16,9,1.0,13.0,8.0,11.0,1610612737,ATL,Atlanta,62,6,18,8,0.0,12.0,6.0,19.0
22100781,0,1610612747,LAL,Los Angeles,32,10,11,13,4,4,1.0,17.0,9.0,24.0,1610612757,POR,Portland,40,15,16,6,1.0,13.0,11.0,1.0
22100799,0,1610612752,NYK,New York,48,12,25,21,5,5,0.0,14.0,14.0,18.0,1610612747,LAL,Los Angeles,72,21,17,9,0.0,13.0,7.0,20.0
22100822,0,1610612747,LAL,Los Angeles,64,17,9,2,8,2,0.0,16.0,8.0,25.0,1610612749,MIL,Milwaukee,64,17,15,30,1.0,12.0,14.0,11.0
22100854,0,1610612747,LAL,Los Angeles,56,10,17,6,8,7,1.0,9.0,7.0,12.0,1610612744,GSW,Golden State,46,21,17,15,0.0,9.0,12.0,8.0
22100884,0,1610612762,UTA,Utah,46,12,13,14,4,6,0.0,13.0,6.0,14.0,1610612747,LAL,Los Angeles,52,16,16,11,1.0,12.0,7.0,12.0
22100919,0,1610612740,NOP,New Orleans,56,12,26,32,4,2,0.0,15.0,7.0,22.0,1610612747,LAL,Los Angeles,52,12,12,4,0.0,23.0,9.0,25.0
22100931,0,1610612742,DAL,Dallas,60,19,17,21,7,9,1.0,14.0,10.0,12.0,1610612747,LAL,Los Angeles,42,8,17,6,0.0,12.0,8.0,14.0
22100945,0,1610612746,LAC,LA,52,19,19,30,2,3,2.0,12.0,4.0,15.0,1610612747,LAL,Los Angeles,54,14,27,6,0.0,14.0,6.0,24.0
22100959,0,1610612747,LAL,Los Angeles,48,21,18,14,9,9,3.0,20.0,8.0,22.0,1610612744,GSW,Golden State,54,19,23,14,0.0,16.0,8.0,22.0
22100985,0,1610612745,HOU,Houston,62,19,14,12,13,9,4.0,20.0,5.0,19.0,1610612747,LAL,Los Angeles,52,15,16,8,0.0,16.0,10.0,16.0
22101004,0,1610612764,WAS,Washington,52,19,18,9,9,8,1.0,11.0,11.0,13.0,1610612747,LAL,Los Angeles,56,10,15,18,2.0,9.0,10.0,9.0
22101019,0,1610612756,PHX,Phoenix,76,19,28,35,2,2,2.0,11.0,0.0,15.0,1610612747,LAL,Los Angeles,36,13,11,4,0.0,19.0,11.0,26.0
22101028,0,1610612747,LAL,Los Angeles,36,9,19,0,0,0,0.0,13.0,9.0,14.0,1610612761,TOR,Toronto,54,17,20,28,1.0,13.0,11.0,16.0
22101039,0,1610612750,MIN,Minnesota,42,17,16,25,0,1,1.0,17.0,12.0,17.0,1610612747,LAL,Los Angeles,50,15,17,0,0.0,14.0,14.0,11.0
22101061,0,1610612747,LAL,Los Angeles,58,12,10,16,7,4,3.0,15.0,6.0,19.0,1610612764,WAS,Washington,40,7,13,8,1.0,8.0,7.0,11.0
22101072,0,1610612747,LAL,Los Angeles,64,10,22,13,8,5,0.0,8.0,6.0,8.0,1610612739,CLE,Cleveland,52,11,20,14,0.0,12.0,3.0,18.0
22101093,0,1610612747,LAL,Los Angeles,66,22,11,7,4,6,0.0,12.0,8.0,15.0,1610612755,PHI,Philadelphia,60,7,13,14,0.0,7.0,7.0,14.0
22101119,0,1610612747,LAL,Los Angeles,52,12,13,23,3,3,0.0,15.0,6.0,21.0,1610612740,NOP,New Orleans,52,14,13,8,0.0,7.0,10.0,11.0
22101134,0,1610612747,LAL,Los Angeles,46,20,2,0,0,0,0.0,9.0,2.0,11.0,1610612742,DAL,Dallas,46,14,12,37,1.0,8.0,4.0,9.0
22101150,0,1610612762,UTA,Utah,56,20,14,18,0,1,0.0,8.0,12.0,16.0,1610612747,LAL,Los Angeles,54,19,2,0,0.0,11.0,10.0,14.0
22101160,0,1610612740,NOP,New Orleans,44,6,16,5,13,15,2.0,15.0,6.0,17.0,1610612747,LAL,Los Angeles,46,6,17,6,2.0,17.0,11.0,18.0
22101168,0,1610612743,DEN,Denver,60,8,13,11,19,6,0.0,12.0,2.0,15.0,1610612747,LAL,Los Angeles,68,8,18,9,1.0,13.0,11.0,18.0
22101189,0,1610612756,PHX,Phoenix,56,14,21,26,6,5,0.0,14.0,1.0,20.0,1610612747,LAL,Los Angeles,46,9,14,8,0.0,16.0,8.0,24.0
22101202,0,1610612744,GSW,Golden State,58,13,10,18,15,6,0.0,15.0,3.0,22.0,1610612747,LAL,Los Angeles,46,11,22,9,1.0,19.0,11.0,21.0
22101211,0,1610612760,OKC,Oklahoma City,64,13,5,7,16,9,0.0,14.0,4.0,17.0,1610612747,LAL,Los Angeles,58,12,21,21,1.0,10.0,10.0,11.0
22101220,0,1610612743,DEN,Denver,54,8,21,17,17,10,0.0,14.0,11.0,16.0,1610612747,LAL,Los Angeles,52,16,21,8,0.0,13.0,8.0,21.0
12100001,0,1610612747,LAL,Los Angeles,36,12,13,3,1,1,0.0,16.0,12.0,21.0,1610612751,BKN,Brooklyn,52,23,11,30,0.0,16.0,15.0,25.0
12100031,0,1610612747,LAL,Los Angeles,44,22,5,7,6,1,0.0,27.0,15.0,32.0,1610612744,GSW,Golden State,42,8,18,22,0.0,15.0,6.0,11.0
12100038,0,1610612747,LAL,Los Angeles,30,14,17,2,2,4,0.0,23.0,8.0,32.0,1610612756,PHX,Phoenix,58,19,10,31,1.0,21.0,5.0,16.0
